crop,market_code,market_name,district,state,min_price,max_price,modal_price,arrival_quantity,date,source,agroelevate_avg_price,district_demand,market_volatility,weekly_trend,monthly_trend
Horse Gram,MKT0295,Manipur APMC 1,MN001,Manipur,55.28,70.36,62.82,128.2,2026-06-28,eNAM,72.01,75.4,0.184,-0.0226,0.1242
Green Peas,MKT0295,Manipur APMC 1,MN001,Manipur,39.08,49.74,44.41,1409.4,2026-06-28,eNAM,51.54,82.3,0.0674,0.0337,-0.0083
Vanilla,MKT0295,Manipur APMC 1,MN001,Manipur,43.02,54.76,48.89,191.4,2026-06-28,eNAM,52.64,71.2,0.1961,0.083,0.1856
Sesame,MKT0295,Manipur APMC 1,MN001,Manipur,50.0,63.64,56.82,513.2,2026-06-28,eNAM,65.45,55.2,0.0611,0.0641,0.0795
Ridge Gourd,MKT0295,Manipur APMC 1,MN001,Manipur,27.24,34.68,30.96,1497.3,2026-06-28,eNAM,34.4,50.2,0.2203,-0.0616,0.0023
Carrot,MKT0296,Manipur mandi 2,MN002,Manipur,47.7,60.72,54.21,1510.1,2026-06-28,data.gov.in,58.63,46.6,0.1035,0.0924,0.0085
Little Millet,MKT0296,Manipur mandi 2,MN002,Manipur,42.71,54.35,48.53,2748.6,2026-06-28,data.gov.in,56.86,74.7,0.1162,-0.0037,0.0432
Grapes,MKT0296,Manipur mandi 2,MN002,Manipur,35.09,44.67,39.88,3346.5,2026-06-28,data.gov.in,45.56,41.2,0.1499,0.0192,-0.0891
Pigeon Pea,MKT0296,Manipur mandi 2,MN002,Manipur,50.56,64.36,57.46,1166.8,2026-06-28,data.gov.in,66.86,66.1,0.1841,-0.0174,-0.126
Toor Dal,MKT0296,Manipur mandi 2,MN002,Manipur,62.66,79.74,71.2,3199.2,2026-06-28,data.gov.in,83.0,56.9,0.1788,0.0053,0.1875
Bottle Gourd,MKT0296,Manipur mandi 2,MN002,Manipur,29.98,38.16,34.07,4485.5,2026-06-28,data.gov.in,37.5,32.1,0.1149,0.0017,0.0392
Mesta,MKT0296,Manipur mandi 2,MN002,Manipur,36.56,46.54,41.55,2045.3,2026-06-28,data.gov.in,44.3,56.4,0.1364,-0.0646,0.1591
Brinjal,MKT0296,Manipur mandi 2,MN002,Manipur,24.91,31.71,28.31,3338.0,2026-06-28,data.gov.in,32.54,69.4,0.087,-0.0211,-0.0501
Broken Rice,MKT0296,Manipur mandi 2,MN002,Manipur,51.61,65.69,58.65,1572.2,2026-06-28,data.gov.in,63.24,70.2,0.2369,0.0972,0.1273
Lentil,MKT0296,Manipur mandi 2,MN002,Manipur,42.12,53.6,47.86,3614.1,2026-06-28,data.gov.in,54.35,86.9,0.2004,0.1153,-0.1366
Barnyard Millet,MKT0296,Manipur mandi 2,MN002,Manipur,46.08,58.64,52.36,3113.5,2026-06-28,data.gov.in,56.43,93.3,0.0783,0.0414,0.0329
Mustard,MKT0296,Manipur mandi 2,MN002,Manipur,44.26,56.32,50.29,4521.3,2026-06-28,data.gov.in,56.29,77.2,0.192,-0.0055,0.1425
Coffee,MKT0296,Manipur mandi 2,MN002,Manipur,32.96,41.94,37.45,1570.2,2026-06-28,data.gov.in,43.76,54.3,0.1869,-0.0162,0.111
Rice,MKT0296,Manipur mandi 2,MN002,Manipur,28.28,36.0,32.14,1104.8,2026-06-28,data.gov.in,34.52,98.0,0.1167,0.0396,0.1899
Baby Corn,MKT0296,Manipur mandi 2,MN002,Manipur,58.75,74.77,66.76,1427.3,2026-06-28,data.gov.in,73.69,72.3,0.11,-0.0402,0.1615
Groundnut,MKT0297,Manipur eNAM hub 3,MN003,Manipur,38.58,49.1,43.84,2137.2,2026-06-28,AGMARKNET,47.18,81.2,0.0716,0.0163,-0.1174
Lettuce,MKT0297,Manipur eNAM hub 3,MN003,Manipur,58.21,74.09,66.15,4143.3,2026-06-28,AGMARKNET,75.74,86.6,0.1011,-0.0138,0.0857
Sann Hemp,MKT0297,Manipur eNAM hub 3,MN003,Manipur,58.12,73.98,66.05,4984.0,2026-06-28,AGMARKNET,72.23,39.9,0.1246,0.0354,0.1263
Parboiled Rice,MKT0297,Manipur eNAM hub 3,MN003,Manipur,51.08,65.0,58.04,3279.1,2026-06-28,AGMARKNET,67.99,35.8,0.0639,0.016,0.1149
Garlic,MKT0297,Manipur eNAM hub 3,MN003,Manipur,92.74,118.04,105.39,3106.0,2026-06-28,AGMARKNET,111.32,55.9,0.0517,-0.0144,0.0129
Field Pea,MKT0297,Manipur eNAM hub 3,MN003,Manipur,47.74,60.76,54.25,4757.7,2026-06-28,AGMARKNET,58.14,34.4,0.1936,-0.055,0.1412
Aloe Vera,MKT0297,Manipur eNAM hub 3,MN003,Manipur,41.4,52.7,47.05,2771.8,2026-06-28,AGMARKNET,53.51,48.6,0.114,-0.0194,-0.0083
Green Chilli,MKT0297,Manipur eNAM hub 3,MN003,Manipur,40.0,50.92,45.46,4525.9,2026-06-28,AGMARKNET,51.98,41.4,0.2206,-0.0402,-0.0741
Mustard,MKT0297,Manipur eNAM hub 3,MN003,Manipur,46.97,59.77,53.37,4715.4,2026-06-28,AGMARKNET,59.54,44.6,0.1212,0.0133,0.1963
Nutmeg,MKT0297,Manipur eNAM hub 3,MN003,Manipur,43.74,55.66,49.7,1712.6,2026-06-28,AGMARKNET,56.89,41.2,0.131,0.0419,-0.0166
Niger Seed,MKT0297,Manipur eNAM hub 3,MN003,Manipur,40.82,51.96,46.39,627.9,2026-06-28,AGMARKNET,51.26,59.7,0.2318,0.0899,-0.0209
Maize Grits,MKT0297,Manipur eNAM hub 3,MN003,Manipur,39.02,49.66,44.34,1135.7,2026-06-28,AGMARKNET,47.07,46.7,0.0945,-0.0793,0.0256
Sugarcane,MKT0297,Manipur eNAM hub 3,MN003,Manipur,3.48,4.42,3.95,1459.2,2026-06-28,AGMARKNET,4.5,80.2,0.0699,-0.0545,0.1138
Tapioca,MKT0297,Manipur eNAM hub 3,MN003,Manipur,43.53,55.41,49.47,120.6,2026-06-28,AGMARKNET,53.72,69.5,0.081,0.024,0.0028
Red Chilli,MKT0297,Manipur eNAM hub 3,MN003,Manipur,31.25,39.77,35.51,477.7,2026-06-28,AGMARKNET,40.62,69.6,0.1011,0.0743,0.1992
Vanilla,MKT0298,Manipur wholesale 4,MN004,Manipur,28.17,35.85,32.01,2859.0,2026-06-28,eNAM,35.4,81.5,0.2387,0.0296,0.0713
Elephant Foot Yam,MKT0298,Manipur wholesale 4,MN004,Manipur,54.59,69.47,62.03,4455.4,2026-06-28,eNAM,69.92,63.7,0.2365,-0.0398,0.0304
Papaya,MKT0298,Manipur wholesale 4,MN004,Manipur,45.84,58.34,52.09,4172.4,2026-06-28,eNAM,60.04,28.9,0.233,-0.0144,0.1912
Little Millet,MKT0298,Manipur wholesale 4,MN004,Manipur,42.42,54.0,48.21,2071.7,2026-06-28,eNAM,53.88,41.2,0.0785,-0.0773,0.1521
Tobacco,MKT0298,Manipur wholesale 4,MN004,Manipur,25.48,32.42,28.95,790.7,2026-06-28,eNAM,31.89,92.9,0.0511,0.0138,-0.1014
Masoor,MKT0298,Manipur wholesale 4,MN004,Manipur,43.73,55.65,49.69,1158.1,2026-06-28,eNAM,57.16,57.9,0.2068,0.0895,0.0436
Sunflower,MKT0298,Manipur wholesale 4,MN004,Manipur,48.0,61.08,54.54,2028.9,2026-06-28,eNAM,64.21,86.1,0.2366,0.0416,0.1747
Jute,MKT0298,Manipur wholesale 4,MN004,Manipur,27.45,34.93,31.19,103.4,2026-06-28,eNAM,36.46,90.4,0.0946,0.0852,0.0007
Turmeric,MKT0298,Manipur wholesale 4,MN004,Manipur,69.47,88.41,78.94,1550.6,2026-06-28,eNAM,89.43,48.4,0.1051,-0.0729,0.0512
Carrot,MKT0298,Manipur wholesale 4,MN004,Manipur,32.68,41.6,37.14,2841.8,2026-06-28,eNAM,42.53,42.3,0.1036,-0.0528,0.0536
Sann Hemp,MKT0298,Manipur wholesale 4,MN004,Manipur,27.47,34.97,31.22,4444.7,2026-06-28,eNAM,32.88,80.3,0.135,-0.0197,0.0972
Field Pea,MKT0298,Manipur wholesale 4,MN004,Manipur,47.19,60.05,53.62,1996.9,2026-06-28,eNAM,57.09,43.9,0.1783,-0.0161,-0.0618
Lemongrass,MKT0298,Manipur wholesale 4,MN004,Manipur,40.96,52.14,46.55,4174.7,2026-06-28,eNAM,53.42,64.6,0.1623,-0.0736,0.0678
Ragi,MKT0298,Manipur wholesale 4,MN004,Manipur,44.68,56.86,50.77,560.1,2026-06-28,eNAM,58.13,54.4,0.2005,0.081,-0.0481
Ginger,MKT0298,Manipur wholesale 4,MN004,Manipur,81.38,103.58,92.48,4537.0,2026-06-28,eNAM,102.61,43.0,0.1139,-0.0193,-0.0183
Jowar,MKT0299,Manipur APMC 5,MN005,Manipur,53.55,68.15,60.85,1210.5,2026-06-28,data.gov.in,68.22,82.7,0.2033,-0.0722,-0.025
Capsicum,MKT0299,Manipur APMC 5,MN005,Manipur,25.04,31.88,28.46,4505.5,2026-06-28,data.gov.in,30.26,69.3,0.1792,0.0984,0.1444
Sugarcane,MKT0299,Manipur APMC 5,MN005,Manipur,3.77,4.79,4.28,3289.4,2026-06-28,data.gov.in,4.95,46.7,0.0616,0.0591,-0.1205
Walnut,MKT0299,Manipur APMC 5,MN005,Manipur,36.85,46.91,41.88,2594.1,2026-06-28,data.gov.in,47.04,50.8,0.1952,0.0654,0.0408
Sorghum,MKT0299,Manipur APMC 5,MN005,Manipur,31.57,40.19,35.88,4549.0,2026-06-28,data.gov.in,40.12,43.2,0.2458,0.1105,0.1518
Colocasia,MKT0299,Manipur APMC 5,MN005,Manipur,54.85,69.81,62.33,591.0,2026-06-28,data.gov.in,67.75,78.3,0.0631,0.0425,-0.0429
Guava,MKT0299,Manipur APMC 5,MN005,Manipur,53.64,68.26,60.95,1601.3,2026-06-28,data.gov.in,68.87,24.7,0.1711,0.0743,0.1856
Okra,MKT0299,Manipur APMC 5,MN005,Manipur,33.53,42.67,38.1,3262.1,2026-06-28,data.gov.in,43.2,46.5,0.1239,-0.0406,-0.1349
Apple,MKT0299,Manipur APMC 5,MN005,Manipur,33.65,42.83,38.24,780.8,2026-06-28,data.gov.in,41.27,66.9,0.2377,0.0693,-0.0448
Wheat Flour,MKT0299,Manipur APMC 5,MN005,Manipur,26.44,33.64,30.04,485.7,2026-06-28,data.gov.in,34.45,35.9,0.2469,-0.0525,0.0692
Cotton,MKT0299,Manipur APMC 5,MN005,Manipur,54.16,68.94,61.55,247.1,2026-06-28,data.gov.in,70.27,59.1,0.1083,0.0114,0.0836
Elephant Foot Yam,MKT0299,Manipur APMC 5,MN005,Manipur,27.36,34.82,31.09,1044.2,2026-06-28,data.gov.in,36.6,57.7,0.0537,0.0791,0.165
Cabbage,MKT0299,Manipur APMC 5,MN005,Manipur,35.86,45.64,40.75,649.6,2026-06-28,data.gov.in,44.28,98.0,0.2,0.001,0.1247
Maize Grits,MKT0299,Manipur APMC 5,MN005,Manipur,24.71,31.45,28.08,2354.0,2026-06-28,data.gov.in,29.67,58.8,0.2061,0.0504,-0.1022
Arecanut,MKT0299,Manipur APMC 5,MN005,Manipur,36.07,45.91,40.99,2484.1,2026-06-28,data.gov.in,43.81,55.8,0.1282,0.0147,-0.1242
Linseed,MKT0300,Manipur mandi 6,MN006,Manipur,30.81,39.21,35.01,1291.1,2026-06-28,AGMARKNET,40.83,77.2,0.0868,0.0797,-0.0285
Masoor Dal,MKT0300,Manipur mandi 6,MN006,Manipur,31.7,40.34,36.02,739.3,2026-06-28,AGMARKNET,41.68,55.7,0.1106,0.0715,0.0129
Lentil,MKT0300,Manipur mandi 6,MN006,Manipur,32.99,41.99,37.49,4115.9,2026-06-28,AGMARKNET,42.08,55.1,0.0921,-0.0256,0.1214
Field Pea,MKT0300,Manipur mandi 6,MN006,Manipur,29.2,37.16,33.18,4225.1,2026-06-28,AGMARKNET,37.97,34.9,0.1633,0.0607,-0.0449
Baby Corn,MKT0300,Manipur mandi 6,MN006,Manipur,29.84,37.98,33.91,118.6,2026-06-28,AGMARKNET,37.38,55.9,0.1665,-0.0538,-0.0218
Stevia,MKT0300,Manipur mandi 6,MN006,Manipur,41.76,53.16,47.46,4210.9,2026-06-28,AGMARKNET,53.64,75.5,0.2377,-0.0787,0.1663
Cabbage,MKT0300,Manipur mandi 6,MN006,Manipur,66.04,84.06,75.05,4598.0,2026-06-28,AGMARKNET,86.96,69.2,0.1712,0.0199,-0.1115
Semolina,MKT0300,Manipur mandi 6,MN006,Manipur,46.6,59.32,52.96,3218.2,2026-06-28,AGMARKNET,56.26,64.9,0.1422,-0.0465,-0.0401
Horse Gram,MKT0300,Manipur mandi 6,MN006,Manipur,42.28,53.82,48.05,2122.7,2026-06-28,AGMARKNET,55.16,53.1,0.0692,-0.0391,0.0243
Almond,MKT0300,Manipur mandi 6,MN006,Manipur,53.44,68.02,60.73,357.7,2026-06-28,AGMARKNET,63.92,65.1,0.0883,-0.0079,-0.0315
Castor,MKT0300,Manipur mandi 6,MN006,Manipur,43.49,55.35,49.42,2058.3,2026-06-28,AGMARKNET,56.21,71.0,0.0536,0.0478,0.0615
Sann Hemp,MKT0300,Manipur mandi 6,MN006,Manipur,60.6,77.12,68.86,1004.8,2026-06-28,AGMARKNET,77.43,64.6,0.2298,-0.0493,0.0253
Papaya,MKT0300,Manipur mandi 6,MN006,Manipur,43.26,55.06,49.16,3414.8,2026-06-28,AGMARKNET,55.49,26.0,0.1744,0.0379,0.0288
Broken Rice,MKT0300,Manipur mandi 6,MN006,Manipur,35.31,44.95,40.13,299.9,2026-06-28,AGMARKNET,44.96,62.3,0.0746,0.0432,0.0666
Pigeon Pea,MKT0300,Manipur mandi 6,MN006,Manipur,57.55,73.25,65.4,3230.4,2026-06-28,AGMARKNET,69.88,97.9,0.0989,0.0014,0.0946
Jute,MKT0301,Manipur eNAM hub 7,MN007,Manipur,51.33,65.33,58.33,2155.1,2026-06-28,eNAM,65.03,39.1,0.1714,0.1156,0.0834
Masoor Dal,MKT0301,Manipur eNAM hub 7,MN007,Manipur,50.85,64.71,57.78,364.0,2026-06-28,eNAM,64.53,74.0,0.2404,0.0464,0.1123
Bamboo,MKT0301,Manipur eNAM hub 7,MN007,Manipur,42.36,53.92,48.14,2072.5,2026-06-28,eNAM,51.76,64.8,0.2049,-0.0049,-0.017
Mango,MKT0301,Manipur eNAM hub 7,MN007,Manipur,53.06,67.54,60.3,804.6,2026-06-28,eNAM,70.93,81.1,0.061,0.028,0.0517
Capsicum,MKT0301,Manipur eNAM hub 7,MN007,Manipur,40.88,52.04,46.46,4986.3,2026-06-28,eNAM,50.14,31.1,0.1906,0.0142,-0.0934
Vanilla,MKT0301,Manipur eNAM hub 7,MN007,Manipur,38.33,48.79,43.56,4023.4,2026-06-28,eNAM,48.43,68.9,0.1127,0.0385,0.1547
Grapes,MKT0301,Manipur eNAM hub 7,MN007,Manipur,47.08,59.92,53.5,631.2,2026-06-28,eNAM,58.35,96.1,0.1385,-0.0472,-0.0819
Raw Jute,MKT0301,Manipur eNAM hub 7,MN007,Manipur,52.49,66.81,59.65,4153.6,2026-06-28,eNAM,67.65,25.4,0.1429,0.0823,0.0817
Sorghum,MKT0301,Manipur eNAM hub 7,MN007,Manipur,40.65,51.73,46.19,1407.6,2026-06-28,eNAM,49.23,84.3,0.1698,-0.0662,0.003
Nutmeg,MKT0301,Manipur eNAM hub 7,MN007,Manipur,56.65,72.11,64.38,4560.7,2026-06-28,eNAM,70.57,82.0,0.1025,-0.0487,-0.1242
Carrot,MKT0301,Manipur eNAM hub 7,MN007,Manipur,45.14,57.44,51.29,1181.4,2026-06-28,eNAM,58.67,29.9,0.1631,-0.0661,0.1531
Green Chilli,MKT0301,Manipur eNAM hub 7,MN007,Manipur,30.1,38.3,34.2,4363.5,2026-06-28,eNAM,39.14,76.0,0.0602,-0.0631,0.1851
Aloe Vera,MKT0301,Manipur eNAM hub 7,MN007,Manipur,49.33,62.79,56.06,3485.3,2026-06-28,eNAM,63.83,98.0,0.2312,-0.0603,0.1458
Apple,MKT0301,Manipur eNAM hub 7,MN007,Manipur,48.58,61.82,55.2,1735.3,2026-06-28,eNAM,61.04,42.7,0.1783,0.0955,-0.1474
Maize,MKT0301,Manipur eNAM hub 7,MN007,Manipur,18.09,23.03,20.56,2318.5,2026-06-28,eNAM,24.02,30.4,0.1793,0.0808,0.0884
Cumin,MKT0302,Manipur wholesale 8,MN008,Manipur,41.24,52.48,46.86,3114.2,2026-06-28,data.gov.in,54.71,64.1,0.1274,0.0928,0.0465
Baby Corn,MKT0302,Manipur wholesale 8,MN008,Manipur,44.14,56.18,50.16,3877.1,2026-06-28,data.gov.in,57.62,62.0,0.2342,0.0995,0.0711
Garlic,MKT0302,Manipur wholesale 8,MN008,Manipur,97.73,124.39,111.06,4221.3,2026-06-28,data.gov.in,118.83,53.0,0.1355,-0.0623,-0.046
Yam,MKT0302,Manipur wholesale 8,MN008,Manipur,40.24,51.22,45.73,2633.2,2026-06-28,data.gov.in,52.98,67.8,0.1918,0.0965,-0.1055
Masoor Dal,MKT0302,Manipur wholesale 8,MN008,Manipur,29.2,37.16,33.18,2198.7,2026-06-28,data.gov.in,37.96,42.7,0.1276,-0.0394,-0.1059
Fenugreek,MKT0302,Manipur wholesale 8,MN008,Manipur,36.23,46.11,41.17,3626.7,2026-06-28,data.gov.in,46.36,41.7,0.0523,0.0946,-0.1047
Orange,MKT0302,Manipur wholesale 8,MN008,Manipur,38.21,48.63,43.42,4130.1,2026-06-28,data.gov.in,47.43,63.5,0.1752,0.1095,0.1432
Sugarcane,MKT0302,Manipur wholesale 8,MN008,Manipur,3.54,4.5,4.02,2487.4,2026-06-28,data.gov.in,4.34,98.0,0.235,-0.052,-0.0244
Desi Cotton,MKT0302,Manipur wholesale 8,MN008,Manipur,51.81,65.93,58.87,4457.8,2026-06-28,data.gov.in,65.38,63.3,0.0831,-0.0071,0.0445
Okra,MKT0302,Manipur wholesale 8,MN008,Manipur,30.4,38.7,34.55,2657.8,2026-06-28,data.gov.in,40.56,79.4,0.0529,0.1024,-0.0376
Grapes,MKT0302,Manipur wholesale 8,MN008,Manipur,31.34,39.88,35.61,1736.3,2026-06-28,data.gov.in,39.02,44.2,0.1788,0.0854,-0.0994
Bajra,MKT0302,Manipur wholesale 8,MN008,Manipur,27.51,35.01,31.26,4720.7,2026-06-28,data.gov.in,36.87,82.7,0.2234,0.0737,-0.0422
Cotton,MKT0302,Manipur wholesale 8,MN008,Manipur,49.4,62.88,56.14,4054.9,2026-06-28,data.gov.in,66.23,84.8,0.1645,-0.0049,-0.1175
Soybean,MKT0302,Manipur wholesale 8,MN008,Manipur,34.14,43.46,38.8,2347.8,2026-06-28,data.gov.in,41.93,32.2,0.1462,-0.0579,-0.062
Ridge Gourd,MKT0302,Manipur wholesale 8,MN008,Manipur,39.89,50.77,45.33,1779.2,2026-06-28,data.gov.in,47.74,98.0,0.0622,0.0578,0.0152
Baby Corn,MKT0303,Manipur APMC 9,MN009,Manipur,47.68,60.68,54.18,1675.9,2026-06-28,AGMARKNET,59.22,81.7,0.1616,0.0586,0.0307
Urad Dal,MKT0303,Manipur APMC 9,MN009,Manipur,50.2,63.88,57.04,2116.6,2026-06-28,AGMARKNET,66.78,37.6,0.2217,0.0236,-0.1176
Carrot,MKT0303,Manipur APMC 9,MN009,Manipur,53.64,68.28,60.96,844.2,2026-06-28,AGMARKNET,64.77,72.0,0.2473,-0.0437,0.1128
Bottle Gourd,MKT0303,Manipur APMC 9,MN009,Manipur,26.91,34.25,30.58,3557.4,2026-06-28,AGMARKNET,32.83,65.1,0.2474,-0.0764,0.1598
Field Pea,MKT0303,Manipur APMC 9,MN009,Manipur,52.22,66.46,59.34,3034.4,2026-06-28,AGMARKNET,63.43,74.9,0.2016,-0.0467,0.1117
Jute,MKT0303,Manipur APMC 9,MN009,Manipur,37.47,47.69,42.58,1700.7,2026-06-28,AGMARKNET,45.69,54.0,0.0606,-0.0351,-0.1261
Brinjal,MKT0303,Manipur APMC 9,MN009,Manipur,29.81,37.93,33.87,510.0,2026-06-28,AGMARKNET,37.69,58.7,0.1259,-0.061,0.1705
Cucumber,MKT0303,Manipur APMC 9,MN009,Manipur,44.09,56.11,50.1,2305.3,2026-06-28,AGMARKNET,58.93,72.2,0.2002,-0.0622,-0.052
Cardamom,MKT0303,Manipur APMC 9,MN009,Manipur,31.58,40.2,35.89,1166.5,2026-06-28,AGMARKNET,37.7,36.1,0.1393,-0.0235,0.1429
Coconut,MKT0303,Manipur APMC 9,MN009,Manipur,35.04,44.6,39.82,2051.3,2026-06-28,AGMARKNET,41.89,59.9,0.1157,-0.0613,0.0142
Ridge Gourd,MKT0303,Manipur APMC 9,MN009,Manipur,48.68,61.96,55.32,2837.3,2026-06-28,AGMARKNET,60.7,68.9,0.1136,-0.0059,0.0051
Pomegranate,MKT0303,Manipur APMC 9,MN009,Manipur,46.37,59.01,52.69,3757.9,2026-06-28,AGMARKNET,58.79,82.0,0.1556,0.0944,0.1797
Coffee,MKT0303,Manipur APMC 9,MN009,Manipur,43.04,54.78,48.91,4371.8,2026-06-28,AGMARKNET,55.66,98.0,0.2085,0.1105,0.12
Sesame,MKT0303,Manipur APMC 9,MN009,Manipur,36.56,46.52,41.54,887.6,2026-06-28,AGMARKNET,44.63,67.7,0.1903,0.0423,-0.0299
Mango,MKT0303,Manipur APMC 9,MN009,Manipur,56.44,71.84,64.14,2994.0,2026-06-28,AGMARKNET,70.92,52.3,0.0621,0.012,0.1544
Masoor Dal,MKT0304,Manipur mandi 10,MN010,Manipur,57.23,72.83,65.03,4504.6,2026-06-28,eNAM,71.95,21.8,0.2499,0.0527,0.0141
Sweet Corn,MKT0304,Manipur mandi 10,MN010,Manipur,34.5,43.92,39.21,4559.9,2026-06-28,eNAM,44.07,34.8,0.065,0.1149,0.056
Coriander,MKT0304,Manipur mandi 10,MN010,Manipur,44.74,56.94,50.84,2473.8,2026-06-28,eNAM,58.94,93.3,0.1253,0.0592,0.0715
Broccoli,MKT0304,Manipur mandi 10,MN010,Manipur,43.51,55.37,49.44,3919.0,2026-06-28,eNAM,56.28,54.5,0.0703,-0.0197,0.0115
Ginger,MKT0304,Manipur mandi 10,MN010,Manipur,68.2,86.8,77.5,3111.8,2026-06-28,eNAM,86.54,41.3,0.2247,0.0487,0.0924
Beetroot,MKT0304,Manipur mandi 10,MN010,Manipur,39.16,49.84,44.5,2229.6,2026-06-28,eNAM,50.32,91.2,0.1208,-0.056,0.0315
Sweet Potato,MKT0304,Manipur mandi 10,MN010,Manipur,47.42,60.36,53.89,882.3,2026-06-28,eNAM,63.08,57.7,0.1617,0.1038,0.1188
Almond,MKT0304,Manipur mandi 10,MN010,Manipur,39.26,49.96,44.61,101.5,2026-06-28,eNAM,49.59,73.9,0.123,0.0002,0.0103
Apple,MKT0304,Manipur mandi 10,MN010,Manipur,34.19,43.51,38.85,544.7,2026-06-28,eNAM,41.0,89.7,0.1133,0.0435,-0.0343
Cumin,MKT0304,Manipur mandi 10,MN010,Manipur,32.16,40.94,36.55,586.5,2026-06-28,eNAM,42.73,44.9,0.1046,0.0096,-0.0275
Red Chilli,MKT0304,Manipur mandi 10,MN010,Manipur,50.05,63.69,56.87,2557.6,2026-06-28,eNAM,62.14,47.2,0.0511,0.089,-0.0019
Wheat,MKT0304,Manipur mandi 10,MN010,Manipur,22.14,28.18,25.16,584.6,2026-06-28,eNAM,29.4,63.5,0.0543,0.0742,0.1672
Carrot,MKT0304,Manipur mandi 10,MN010,Manipur,44.44,56.56,50.5,3073.0,2026-06-28,eNAM,55.13,88.7,0.2471,-0.0703,0.0557
Little Millet,MKT0304,Manipur mandi 10,MN010,Manipur,58.19,74.05,66.12,334.5,2026-06-28,eNAM,74.03,43.5,0.2231,-0.0506,0.0646
Isabgol,MKT0304,Manipur mandi 10,MN010,Manipur,51.36,65.36,58.36,4555.7,2026-06-28,eNAM,64.48,58.8,0.2393,-0.0157,0.087
Urad Dal,MKT0305,Manipur eNAM hub 11,MN011,Manipur,37.55,47.79,42.67,2917.2,2026-06-28,data.gov.in,48.13,69.7,0.2177,0.0676,-0.1043
Garlic,MKT0305,Manipur eNAM hub 11,MN011,Manipur,95.05,120.97,108.01,4241.9,2026-06-28,data.gov.in,123.2,38.6,0.137,0.0835,0.016
Sweet Potato,MKT0305,Manipur eNAM hub 11,MN011,Manipur,48.8,62.12,55.46,3474.8,2026-06-28,data.gov.in,59.46,75.4,0.1474,-0.0511,-0.0651
Parboiled Rice,MKT0305,Manipur eNAM hub 11,MN011,Manipur,48.53,61.77,55.15,1355.9,2026-06-28,data.gov.in,60.38,42.4,0.0879,-0.0782,0.0796
Safflower,MKT0305,Manipur eNAM hub 11,MN011,Manipur,51.64,65.72,58.68,1890.2,2026-06-28,data.gov.in,61.73,70.9,0.1571,0.0043,-0.0395
Sann Hemp,MKT0305,Manipur eNAM hub 11,MN011,Manipur,34.02,43.3,38.66,3154.9,2026-06-28,data.gov.in,45.39,34.5,0.1871,0.0633,0.0317
Raw Jute,MKT0305,Manipur eNAM hub 11,MN011,Manipur,42.16,53.66,47.91,4406.0,2026-06-28,data.gov.in,53.15,69.1,0.1234,0.0939,0.1882
Apple,MKT0305,Manipur eNAM hub 11,MN011,Manipur,49.68,63.22,56.45,3853.5,2026-06-28,data.gov.in,66.6,48.5,0.235,-0.0239,0.0429
Black Pepper,MKT0305,Manipur eNAM hub 11,MN011,Manipur,39.21,49.91,44.56,1684.0,2026-06-28,data.gov.in,49.68,48.1,0.0888,0.1102,-0.1458
Arhar,MKT0305,Manipur eNAM hub 11,MN011,Manipur,38.68,49.22,43.95,2452.7,2026-06-28,data.gov.in,49.25,70.6,0.1409,0.0936,0.1581
Bamboo,MKT0305,Manipur eNAM hub 11,MN011,Manipur,41.19,52.43,46.81,1350.1,2026-06-28,data.gov.in,49.94,60.4,0.2208,0.0274,-0.074
Sweet Corn,MKT0305,Manipur eNAM hub 11,MN011,Manipur,48.33,61.51,54.92,3735.6,2026-06-28,data.gov.in,61.23,84.4,0.1797,-0.0264,-0.0937
Arecanut,MKT0305,Manipur eNAM hub 11,MN011,Manipur,25.73,32.75,29.24,3836.0,2026-06-28,data.gov.in,32.31,52.1,0.2362,-0.0176,0.1403
Sunflower,MKT0305,Manipur eNAM hub 11,MN011,Manipur,45.12,57.42,51.27,2362.0,2026-06-28,data.gov.in,60.32,92.2,0.0517,-0.0673,-0.0586
French Beans,MKT0305,Manipur eNAM hub 11,MN011,Manipur,57.85,73.63,65.74,1387.7,2026-06-28,data.gov.in,70.27,76.2,0.2012,0.0657,0.0116
Ginger,MKT0306,Manipur wholesale 12,MN012,Manipur,75.2,95.72,85.46,2395.3,2026-06-28,AGMARKNET,96.14,55.5,0.1061,0.0834,-0.0557
Semolina,MKT0306,Manipur wholesale 12,MN012,Manipur,26.44,33.66,30.05,1930.0,2026-06-28,AGMARKNET,34.82,45.1,0.1704,0.067,-0.0438
Pigeon Pea,MKT0306,Manipur wholesale 12,MN012,Manipur,32.89,41.85,37.37,3495.1,2026-06-28,AGMARKNET,41.33,73.5,0.1338,-0.0594,0.1252
Wheat Flour,MKT0306,Manipur wholesale 12,MN012,Manipur,48.7,61.98,55.34,1359.4,2026-06-28,AGMARKNET,58.71,94.8,0.1849,0.0064,0.0822
Pearl Millet,MKT0306,Manipur wholesale 12,MN012,Manipur,48.56,61.8,55.18,3715.8,2026-06-28,AGMARKNET,63.79,84.6,0.2262,0.0484,0.0136
Apple,MKT0306,Manipur wholesale 12,MN012,Manipur,43.81,55.75,49.78,1751.6,2026-06-28,AGMARKNET,58.54,75.2,0.1658,0.0829,-0.039
